id,session,electoralTerm,firstName,lastName,politicianId,speechContent,factionId,documentUrl,positionShort,positionLong,date,speech_length,paragraph_number,paragraph_length
739083,43,17,lukrezia,jochimsen,11003777,({4}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,11,5
739083,43,17,lukrezia,jochimsen,11003777,"Während im geltenden Gesetz ein zweistufiges Berufungsverfahren festgelegt war - die Organisationen benennen, aber das Kabinett entscheidet über die Benennungen und beruft -, darf der Bundestag jetzt nur über",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,12,208
739083,43,17,lukrezia,jochimsen,11003777,ein fertiges Personalpaket mit 21 feststehenden Benennungen entscheiden. Zitat:,6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,13,79
739083,43,17,lukrezia,jochimsen,11003777,"Der Wahl liegt ein Gesamtvorschlag zugrunde, der
nur als Ganzes angenommen oder abgelehnt werden kann.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,14,102
739083,43,17,lukrezia,jochimsen,11003777,"„Nur als Ganzes angenommen oder abgelehnt“, das
nenne ich ein völlig undemokratisches Verfahren.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,15,96
739083,43,17,lukrezia,jochimsen,11003777,({5}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,16,5
739083,43,17,lukrezia,jochimsen,11003777,"Während es von den Koalitionsfraktionen auch noch als
besonderes Beispiel für Transparenz und als Stärkung
der Rolle des Parlaments verkauft wird, nenne ich es
eine Missachtung des Parlaments.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,17,192
739083,43,17,lukrezia,jochimsen,11003777,({6}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,18,5
739083,43,17,lukrezia,jochimsen,11003777,"Ich frage mich, welche Abgeordnete und welcher Abgeordnete mit ein bisschen Selbstrespekt so etwas mit sich
machen lässt.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,19,121
739083,43,17,lukrezia,jochimsen,11003777,"Was ist aus dem prestigereichen Vorhaben mit dem
Motto „Sichtbares Zeichen“ von 2005 geworden? Ein
Geschacher über die Personalie Steinbach. Eine Beschädigung des deutsch-polnischen Verhältnisses. Ein Gründungsdirektor, der behauptet, dass in der Geschichte der
Bundesrepublik - wohlgemerkt: der Bundesrepublik das Schicksal der Vertriebenen nicht angemessen behandelt worden sei. Eine Institution, die von internationalen
Wissenschaftlern verlassen wurde. Insgesamt ein Schadensfall für die Erinnerungspolitik.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,20,511
739083,43,17,lukrezia,jochimsen,11003777,"Die Stiftung „Flucht, Vertreibung, Versöhnung“ ist
wahrlich auf einem schlechten Weg. Die parlamentarische Zustimmung hat dramatisch abgenommen. Während das vorige Gesetz vom Dezember 2008 mit der
Zustimmung der Stimmen von CDU/CSU, SPD und
FDP bei Enthaltung der Grünen verabschiedet wurde
und nur die Linksfraktion es ablehnte, ist das heute ganz
anders.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,21,356
739083,43,17,lukrezia,jochimsen,11003777,({7}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,22,5
739083,43,17,lukrezia,jochimsen,11003777,"Sie haben immer gesagt, es gehe Ihnen um große
Zustimmung des Parlaments. Sie wissen ganz genau,
dass Sie diese große Zustimmung des Parlaments nicht
haben: Alle drei Oppositionsparteien lehnen heute die
Gesetzesänderungen ab.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,23,226
739083,43,17,lukrezia,jochimsen,11003777,({8}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,24,5
739083,43,17,lukrezia,jochimsen,11003777,"Das sind über 46 Prozent, fast die Hälfte der Abgeordneten.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,25,59
739083,43,17,lukrezia,jochimsen,11003777,({9}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,26,5
739083,43,17,lukrezia,jochimsen,11003777,"Die Stiftung „Flucht, Vertreibung, Versöhnung“ ist jetzt
ein reines CDU/CSU-FDP-Projekt. Das mag die Koalitionsfraktionen nicht stören; doch nach dem heutigen
Abend können sie nicht mehr behaupten, dass diese
Institution der Erinnerungskultur von einer großen
Mehrheit des Bundestages gewollt sei. Das ist eigentlich
das Einzige, was heute gut ist, und einiger Trost an diesem Abend.",6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,27,383
739083,43,17,lukrezia,jochimsen,11003777,Danke schön.,6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,28,12
739083,43,17,lukrezia,jochimsen,11003777,({10}),6,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,3564,29,6
1046338,179,19,Tobias,Lindner,11004217,"Vielen Dank. – Herr Präsident! Liebe Kolleginnen und Kollegen! Wir beraten diesen Verteidigungsetat in Zeiten der Coronakrise. Natürlich ist es an dieser Stelle dann richtig, den Soldatinnen und Soldaten, die in der Bekämpfung dieser Krise Amtshilfe leisten, nicht nur Anerkennung zu zollen, sondern auch herzlichen Dank zu sagen.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,1,330
1046338,179,19,Tobias,Lindner,11004217,({0}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,2,5
1046338,179,19,Tobias,Lindner,11004217,"Aber genauso klar ist: Die durch Corona veränderte Haushaltslage macht sich natürlich auch am Verteidigungsetat manifest. Ich erwarte von einer verantwortungsbewussten Bundesregierung, dass sie daraus auch ihre Rückschlüsse zieht. Was meine ich? Wir haben hier – Frau Ministerin, Sie haben sich darüber gefreut, und das ist Ihr gutes Recht – wieder eine Etatsteigerung, aber man kann feststellen: Der Etat wächst – anders als in der Vergangenheit – nicht mehr überproportional, sondern im Wesentlichen wie der Durchschnitt des Haushalts. Ich verrate kein Geheimnis, wenn ich sage: In den kommenden Jahren, in denen man auf Sicht fahren muss, wird es vermutlich weiterhin so sein.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,3,679
1046338,179,19,Tobias,Lindner,11004217,"Wenn man sich dann Ihre Planungen, die mit dem Weißbuch 2016 angelegt und dann mit dem Fähigkeitsprofil der Bundeswehr fortgeführt wurden, anschaut, wenn man sich vergegenwärtigt, dass Frau von der Leyen hier noch ein Dokument vorgelegt hat, nach dem bis 2030 Rüstungsinvestitionen von über 130 Milliarden Euro erforderlich wären, dann ist doch klar: Die Grundsätze Ihrer Sicherheitspolitik, die Grundsätze Ihrer Planungen sind hohl; sie fallen wie ein Kartenhaus in sich zusammen, sobald es im Haushalt eine Eintrübung gibt. Das ist eben keine verantwortungsbewusste Sicherheitspolitik, liebe Kolleginnen und Kollegen.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,4,619
1046338,179,19,Tobias,Lindner,11004217,({1}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,5,5
1046338,179,19,Tobias,Lindner,11004217,"Sie haben, Frau Kramp-Karrenbauer, hier am Pult gesagt, welche Projekte Ihnen wichtig sind. Das ist auch gut. Ich erwarte von einer Verteidigungsministerin, dass sie sagt, was ihr wichtig ist. Aber ich erwarte von Ihnen genauso, dass Sie auch sagen, auf was im Zweifel verzichtet werden kann, was eine geringere Priorität hat. Aber wenn ich in diesen Haushaltsplan, vor allem in den Bereich Beschaffung, hineinschaue, dann findet sich da ein Sammelsurium von Wunschprojekten, für die Mittel fiktiv eingestellt, aber gesperrt sind. Am Ende des Tages ist es eben nicht sicherheitspolitisch rational, sondern ein Lotteriespiel: Die Frage, ob Vertragsverhandlungen erfolgreich zu Ende geführt werden oder ob der Preis stimmt, entscheidet darüber, was für die Bundeswehr beschafft wird. Das finde ich unverantwortlich gegenüber unseren Soldatinnen und Soldaten, um es ganz deutlich zu sagen.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,6,886
1046338,179,19,Tobias,Lindner,11004217,({2}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,7,5
1046338,179,19,Tobias,Lindner,11004217,"Ich möchte es an drei Beispielen ausführen. Sie sind jetzt über ein Jahr im Amt, und Sie haben Entscheidungen getroffen. Manche davon haben wir auch begrüßt, etwa die Entscheidung – erstes Beispiel –, beim Projekt Pegasus frühzeitig die Reißleine zu ziehen und keinen risikoreichen Großdrohnenansatz zu verfolgen.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,8,313
1046338,179,19,Tobias,Lindner,11004217,"Vor wenigen Tagen – zweites Beispiel – haben Sie uns aber mitgeteilt, das Ergebnis einer jahrelang andauernden Ausschreibung über die Neubeschaffung eines Nachfolgers für das G36, also eines neuen Sturmgewehres, sei – die Kollegen werden sich daran erinnern; die Aufgabe war, ein marktverfügbares Sturmgewehr zu beschaffen, damit man nicht Jahre dafür braucht, irgendwas auszuwählen –, dass am Ende eine Firma den Zuschlag erhalten soll – das ist noch nicht rechtskräftig –, die im Besitz eines Staatskonzerns der Vereinigten Arabischen Emirate ist.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,9,549
1046338,179,19,Tobias,Lindner,11004217,({3}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,10,5
1046338,179,19,Tobias,Lindner,11004217,"Wenn ich der Debatte über den Etat des Auswärtigen Amtes gefolgt bin und wenn ich in den Koalitionsvertrag dieser Koalition schaue, in dem steht, dass Sie keine Waffen an Staaten exportieren wollen, die Krieg im Jemen führen, dann denke ich, dass Sie auch die Frage beantworten müssen, ob ausgeschlossen werden kann, dass ein wesentlicher Teil des Gewinns, der auf den dreistelligen Millionenbetrag entfällt, der für das neue Sturmgewehr draufgehen wird,",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,11,454
1046338,179,19,Tobias,Lindner,11004217,({4}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,12,5
1046338,179,19,Tobias,Lindner,11004217,"an einen Staatskonzern eines Landes abfließen wird, das Krieg im Jemen führt. Das kann am Ende des Tages nicht sein.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,13,116
1046338,179,19,Tobias,Lindner,11004217,({5}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,14,5
1046338,179,19,Tobias,Lindner,11004217,"Sie haben uns gestern Morgen, um ein drittes Beispiel zu nennen, mit einem zweiseitigen Wisch – die Kollegen der Koalition wissen vielleicht mehr – durch Ihren Staatssekretär mitteilen lassen, dass das Vergabeverfahren für einen neuen schweren Transporthubschrauber, eine Ersatzbeschaffung für einen 40 Jahre alten Hubschrauber, gestoppt worden ist. Ich finde es im Kern richtig, dass Sie sich nicht von der Industrie jeden Preis diktieren lassen. Aber die Tatsache, dass im Vergabeprozess Preise rauskommen können, die höher sind als das, was man zu zahlen bereit ist, ist doch nicht überraschend. Ich hätte von Ihnen schon erwartet, dass Sie dann wenigstens einen Plan B in der Tasche haben, was stattdessen passieren soll.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,15,725
1046338,179,19,Tobias,Lindner,11004217,"Ich sage Ihnen, was stattdessen passiert: Die alten CH-53, die jetzt schon einen geheim gehaltenen, deutlich niedrigeren Klarstand haben, werden weiter fliegen müssen, mit dem Ergebnis, dass sie immer schlechter und schlechter werden. Die Leidtragenden sind am Ende des Tages die Soldatinnen und Soldaten.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,16,305
1046338,179,19,Tobias,Lindner,11004217,({6}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,17,5
1046338,179,19,Tobias,Lindner,11004217,"Liebe Kolleginnen und Kollegen, wir werden in den Haushaltsberatungen versuchen müssen, beim Verteidigungsetat eine Aufgabe zu leisten, zu der das Ministerium mit dem Entwurf nicht in der Lage war, nämlich Prioritäten zu setzen. Wir werden sagen müssen, was alles auch nicht geht und was für uns Vorrang hat. Das können wir in diesem Etatentwurf noch nicht erkennen; aber wir werden in den Haushaltsberatungen dazu unsere Vorschläge machen.",3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,18,440
1046338,179,19,Tobias,Lindner,11004217,Ich freue mich darauf und danke Ihnen.,3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,19,38
1046338,179,19,Tobias,Lindner,11004217,({7}),3,https://dip21.bundestag.de/dip21/btp/19/19179.pdf,Member of Parliament,NA,2020-09-30T00:00:00.000000,5534,20,5
636323,229,14,Gudrun,Schaich-Walch,11001939,"Um es vorweg zu
sagen, die Zahl 24 ist eine fiktive Größe, die gebildet
wurde, um einen Zahlenvergleich mit Ressorts zu ermöglichen, die den klassischen Leitungsbereich enger als das
BMG definieren. In der Antwort auf Ihre Kleine Anfrage
wird dazu ausgeführt:",,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,1,259
636323,229,14,Gudrun,Schaich-Walch,11001939,"Bei einer Eingrenzung des Leitungsbereichs auf
diese Stellen",,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,2,60
636323,229,14,Gudrun,Schaich-Walch,11001939,"- gemeint sind die Stellen der Büros von Ministerin,
Staatssekretär, Parlamentarische Staatssekretärin und
Presse ergäbe sich im BMG ein Verhältnis von 24 zu 503,
dies entspricht 4,8 %.",,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,3,185
636323,229,14,Gudrun,Schaich-Walch,11001939,Damit lägen wir im Ressortvergleich im Mittelfeld.,,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,4,50
636323,229,14,Gudrun,Schaich-Walch,11001939,"Der Leitungsstab des BMG umfasst aktuell neben dem
Ministerbüro fünf weitere Referate mit einem Personalbestand, wie ich vorhin schon ausführte, von insgesamt
38 Beschäftigten und liegt damit deutlich über der in der
GGO vorgesehenen personellen und organisatorischen
Mindestausstattung für eine Unterabteilung. In diesem Zusammenhang verweise ich auf die Gemeinsame Geschäftsordnung der Bundesministerien in der vom Bundeskabinett am 26. Juli 2000 beschlossenen Fassung. Sie sieht vor,
dass für Unterabteilungen in der Regel mindestens fünf
Referate zusammengefasst werden; ein Referat umfasst
den Vorgaben der GGO zufolge neben der Referatsleitung
in der Regel mindestens vier Mitarbeiterinnen und Mitarbeiter. Danach sollte eine Unterabteilung nicht weniger
als 25 Beschäftigte haben. Die Leitung des Leitungsstabes entspricht damit ohne weiteres der Leitung einer Unterabteilung, insbesondere wenn man die herausragende",,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,5,923
636323,229,14,Gudrun,Schaich-Walch,11001939,Vizepräsidentin Petra Bläss,,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,6,27
636323,229,14,Gudrun,Schaich-Walch,11001939,Bedeutung der im Leitungsbereich zu erledigenden Aufgaben berücksichtigt.,,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Secretary of State,parl. staatssekretärin bei der bundesministerin für gesundheit,2002-04-17T00:00:00.000000,1595,7,73
533719,21,13,Uwe,Hiksch,11002677,"Können Sie mir, sehr geehrter Herr Staatsminister, wenn Sie davon sprechen, daß es Instabilitäten in der Region gibt, bestätigen, daß diese Instabilitäten vor allem von der aggressiven Politik der Türkei ausgehen, d. h. die Türkei maßgeblich daran schuld ist, daß Instabilitäten in dieser Region entstanden sind?",23,https://dip21.bundestag.de/dip21/btp/13/13021.pdf,Member of Parliament,NA,1995-02-16T00:00:00.000000,313,1,312
549177,83,13,Burkhard,Hirsch,11000908,"Damit schließe ich die Aussprache.
Wir kommen zur Abstimmung über den von den Fraktionen der CDU/CSU und der F.D.P. eingebrachten Entwurf zur Änderung des Umsatzsteuergesetzes, Drucksache 13/3495. Der Finanzausschuß empfiehlt auf Drucksache 13/3638, den Gesetzentwurf unverändert anzunehmen. Ich bitte diejenigen, die dem Gesetzentwurf zustimmen wollen, um das Handzeichen. - Gegenprobe! - Stimmenthaltungen? - Dann stelle ich fest, daß der Gesetzentwurf bei Stimmenthaltungen aus der Gruppe der PDS in zweiter Beratung angenommen worden ist.
Dann kommen wir zur
dritten Beratung
und Schlußabstimmung. Ich bitte diejenigen, die dem Gesetzentwurf zustimmen wollen, sich zu erheben. - Gegenprobe! - Stimmenthaltungen? - Dann stelle ich fest, daß der Gesetzentwurf mit den Stimmen des Hauses bei Stimmenthaltungen aus der Gruppe der PDS angenommen worden ist.",,https://dip21.bundestag.de/dip21/btp/13/13083.pdf,Presidium of Parliament,vizepräsident,1996-02-01T00:00:00.000000,2454,1,856
549177,83,13,Burkhard,Hirsch,11000908,"Vizepräsident Dr. Burkhard Hirsch
Ich rufe die Tagesordnungspunkte 9a bis c auf:
a) Beratung der Großen Anfrage der Abgeordneten Peter Harry Carstensen ({0}), Renate Blank, Peter Bleser, weiterer Abgeordneter und der Fraktion der CDU/CSU sowie der Abgeordneten Dr. Hermann Otto Solms, Günther Bredehorn, Ulrich Heinrich, weiterer Abgeordneter und der Fraktion der F.D.P.
Lage der Fischerei
- Drucksachen 13/1633, 13/2583, 13/3044 ({1}) -
b) Beratung der Großen Anfrage der Abgeordneten Dietmar Schütz ({2}), Michael Müller ({3}), Horst Sielaff, weiterer Abgeordneter und der Fraktion der SPD
Schutz von Mensch und Natur vor den Folgen der Überfischung der Meere
- Drucksachen 13/1354, 13/2582 -
c) Beratung der Beschlußempfehlung und des Berichts des Ausschusses für Ernährung, Landwirtschaft und Forsten ({4}) zu dem Antrag der Abgeordneten Ulrike Höfken, Joseph Fischer ({5}) und der Fraktion BÜNDNIS 90/DIE GRÜNEN
Verletzung internationaler Walfang-Vereinbarungen durch Norwegen
- Drucksachen 13/1543, 13/2781 Berichterstattung:
Abgeordneter Heinrich-Wilhelm Ronsöhr
Zu den Großen Anfragen der Fraktionen der CDU/ CSU und der F.D.P. liegt je ein Entschließungsantrag der Fraktionen der SPD und des Bündnisses 90/Die Grünen vor. Zur Großen Anfrage der Fraktion der SPD liegt ein Entschließungsantrag der SPD vor.
Nach einer interfraktionellen Vereinbarung ist für die gemeinsame Aussprache aller dieser Themen eine dreiviertel Stunde vorgesehen. - Ich sehe und höre keinen Widerspruch. Dann ist so beschlossen.
Ich eröffne die Aussprache und erteile dem Abgeordneten Peter Carstensen das Wort.",,https://dip21.bundestag.de/dip21/btp/13/13083.pdf,Presidium of Parliament,vizepräsident,1996-02-01T00:00:00.000000,2454,2,1595
617193,135,14,Hartmut,Koschyk,11001186,"Frau Präsidentin!
Liebe Kolleginnen und liebe Kollegen! Kollege Özdemir
hat gesagt, jetzt könne man die Regierung einmal loben.
Also, lieber Herr Özdemir, bei dem vielen Lob, das Sie
von den Koalitionsfraktionen über der Regierung ausgeschüttet haben, müssen wir, damit das Verhältnis heute
Abend noch irgendwie stimmt, einige kritische Anmerkungen bringen. Ich möchte mich, bevor der Herr
Minister zum Schluss der Debatte das Wort nimmt, zu drei
Bereichen äußern.",4,https://dip21.bundestag.de/dip21/btp/14/14135.pdf,Member of Parliament,NA,2000-11-28T00:00:00.000000,8767,1,464
617193,135,14,Hartmut,Koschyk,11001186,"Ein Bereich ist schon von fast allen Rednern angesprochen worden - das zeigt auch die Bedeutung, die
dieses Thema im Hinblick auf die innere Sicherheit für
uns alle hat -: der Bundesgrenzschutz. Wir haben uns
immer fraktions- und parteiübergreifend bemüht, lieber
Kollege Graf, Anstrengungen zu unternehmen, um den
Bundesgrenzschutz für die Aufgaben, die er im
Sicherheitsverbund unseres Landes hat, fit zu machen.
Wir haben damals - noch unter unionsgeführter Bundesregierung - eine Reform in die Wege geleitet, die der
Herr Bundesinnenminister im Wesentlichen fortgesetzt
hat.",4,https://dip21.bundestag.de/dip21/btp/14/14135.pdf,Member of Parliament,NA,2000-11-28T00:00:00.000000,8767,2,578
617193,135,14,Hartmut,Koschyk,11001186,"Wenn ich mich bei Einsatzabteilungen des Bundesgrenzschutzes in Bayern umhöre, erfahre ich, dass sie nahezu dieselbe Abordnungsquote in den Einzeldienst
haben, wie es vor der Reform der Fall war, obwohl dies ja
gerade abgestellt werden sollte. Wenn wir uns einmal
überlegen, welche Großlagen für den Bundesgrenzschutz
im nächsten Jahr anstehen - ich denke zum Beispiel an die
dann wieder stattfindenden Castor-Transporte oder die
Geldtransporte, die der Bundesgrenzschutz am Ende des
Jahres 2001 im Zusammenhang mit der Einführung des
Euro mit zu bewachen haben wird -, dann müssen wir
schon fragen, ob diese hohe Abordnungsquote den Einsatzwert der Einsatzabteilungen des BGS so erhält, dass
er nach wie vor in der Lage ist, auch bei Großlagen
entsprechend zu agieren.",4,https://dip21.bundestag.de/dip21/btp/14/14135.pdf,Member of Parliament,NA,2000-11-28T00:00:00.000000,8767,3,769
617193,135,14,Hartmut,Koschyk,11001186,"Es gibt weitere Herausforderungen für den BGS im
nächsten Jahr, zum Beispiel den Beitritt der Nordischen
Passunion zum Schengener Übereinkommen. Wir
müssen fragen, ob vor allem im Norden Deutschlands
Vorkehrungen getroffen sind, damit wir dort nicht ebenso
überrascht werden, wie seinerzeit, als an den Grenzen zu
den Beneluxstaaten nach Wegfall der Passkontrollen die
Einführung eines Sicherheitsschleiers notwendig war.",4,https://dip21.bundestag.de/dip21/btp/14/14135.pdf,Member of Parliament,NA,2000-11-28T00:00:00.000000,8767,4,421
617193,135,14,Hartmut,Koschyk,11001186,"Herr Bundesinnenminister, uns ist zu Ohren gekommen, dass es im Hinblick auf die Einführung des neuen",4,https://dip21.bundestag.de/dip21/btp/14/14135.pdf,Member of Parliament,NA,2000-11-28T00:00:00.000000,8767,5,101
