id,session,electoralTerm,firstName,lastName,politicianId,speechContent,factionId,documentUrl,positionShort,positionLong,date,speech_length,paragraph_number,paragraph_length,word_count,sentiment_class,sentiment_probabilities
738998,43,17,burkhard,lischka,11004099,"Der zweite Punkt, den ich ansprechen möchte: Der
Richtlinienvorschlag, so wie er jetzt vorliegt, würde das
Ende des deutschen dreistufigen Jugendschutzes bedeuten. Die Unterscheidung zwischen Kindern und Jugendlichen, die wir derzeit haben, würde künftig entfallen,
und das wäre aus unserer Sicht der falsche Weg; denn
der Differenzierung zwischen Kindern und Jugendlichen
liegt die richtige Überlegung zugrunde, dass die Schutzwürdigkeit von Kindern und Jugendlichen unterschiedlich zu beurteilen ist. Es ist eben nicht das Gleiche, ob es
sich um ein 10-jähriges Kind oder um einen fast 18-jährigen Jugendlichen handelt. So wie der Richtlinienvorschlag jetzt konzipiert ist, würde beispielsweise auch der
verliebte 18-Jährige in ganz gefährliches Fahrwasser
manövriert werden. Nach dem Wortlaut des Vorschlags
macht sich nämlich ein 18-Jähriger strafbar, der bei seiner 17-jährigen Freundin über das Internet anklopft und
sich mit ihr zu Intimitäten verabredet, wenn es in der
Folgezeit zu diesen Intimitäten kommt. Das ist natürlich
Unsinn. Das geht an der Lebenswirklichkeit vorbei.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,11,1085,140,neutral,"[[""positive"", 0.0027398669626563787], [""negative"", 0.006064859684556723], [""neutral"", 0.9911953210830688]]"
738998,43,17,burkhard,lischka,11004099,({2}),23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,12,5,1,negative,"[[""positive"", 0.016644759103655815], [""negative"", 0.9818620085716248], [""neutral"", 0.0014932043850421906]]"
738998,43,17,burkhard,lischka,11004099,"Wir Sozialdemokraten wollen - genau wie die EU das Grooming, das heißt die Anbahnung sexuellen Missbrauchs über das Internet, unter Strafe stellen. Wir wollen
aber nicht Heranwachsende und Gleichaltrige bei ihren
ersten ganz normalen sexuellen Kontakten kriminalisieren.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,13,270,35,neutral,"[[""positive"", 0.00035037315683439374], [""negative"", 0.001230811350978911], [""neutral"", 0.9984188079833984]]"
738998,43,17,burkhard,lischka,11004099,"({3})
Der dritte Punkt, den wir zu kritisieren haben: Der
Richtlinienvorschlag dient - so der Titel - der Bekämpfung des sexuellen Missbrauchs und der sexuellen Ausbeutung von Kindern. Ich befürchte allerdings, dass dieser Titel doch sehr viel mehr verspricht, als an der einen
oder anderen Stelle gehalten werden kann, vor allen Dingen beim Opferschutz. Wir erleben in diesen Tagen und
Wochen, wie aus allen Winkeln der Republik neue Meldungen über Kindesmissbrauch an die Öffentlichkeit
dringen, Meldungen aus Internaten, Schulen, sozialen
Einrichtungen, Kirchen und Sportvereinen. Jahrzehntelang haben die Opfer geschwiegen. Für dieses Schweigen gibt es sicherlich sehr viele Gründe, auch sehr viele
individuelle Gründe, zum Beispiel Furcht, Scham, Hilflosigkeit oder Sprachlosigkeit. Aber eines ist auch offenbar geworden: Für viele gab es in der Vergangenheit
schlicht und einfach keine Anlaufstelle, an die sie sich
als Kinder und Jugendliche, als Opfer hätten wenden
können. Es wurde nicht gesprochen über solche Dinge;
so wird ein Priester in diesen Tagen in einer großen deutschen Tageszeitung zitiert. Nur, eine Gesellschaft, die
über das Thema „sexueller Missbrauch“ nicht spricht,
die es verdrängt, die es tabuisiert, wird den Kampf gegen
den sexuellen Missbrauch nicht gewinnen können.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,14,1298,174,neutral,"[[""positive"", 0.022112444043159485], [""negative"", 0.02723134122788906], [""neutral"", 0.9506562948226929]]"
738998,43,17,burkhard,lischka,11004099,({4}),23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,15,5,1,positive,"[[""positive"", 0.974449872970581], [""negative"", 0.025340234860777855], [""neutral"", 0.0002099598932545632]]"
738998,43,17,burkhard,lischka,11004099,"Deshalb brauchen wir mehr Anlaufstellen und mehr
Vertrauenspersonen, an die sich unsere Kinder und Jugendlichen in ihrer Not wenden können. Wir brauchen
mehr Schulungsprogramme für Eltern, Lehrer, Erzieher
und Ärzte, damit sie sexuellen Missbrauch erkennen und
adäquat reagieren können.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,16,286,35,neutral,"[[""positive"", 0.00015838121180422604], [""negative"", 0.0002042001869995147], [""neutral"", 0.9996373653411865]]"
738998,43,17,burkhard,lischka,11004099,({5}),23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,17,5,1,positive,"[[""positive"", 0.9676475524902344], [""negative"", 0.0319787971675396], [""neutral"", 0.00037362691364251077]]"
738998,43,17,burkhard,lischka,11004099,"Wir brauchen mehr entsprechende Lerninhalte und Gespräche in unseren Schulen und Kindergärten, damit
Kinder und Jugendliche in allen Situationen sexuellen
Missbrauchs, auch in der Familie, das selbsterhaltende
Nein lernen können.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,18,229,27,neutral,"[[""positive"", 4.87951074319426e-05], [""negative"", 8.495713700540364e-05], [""neutral"", 0.999866247177124]]"
738998,43,17,burkhard,lischka,11004099,"Zur Prävention, die sich der Richtlinienvorschlag auf
die Fahnen geschrieben hat, gehört auch: Wir brauchen
mehr Therapieangebote für pädophile Täter. 220 000
Männer in Deutschland haben pädophile Neigungen; die
Anzahl der entsprechenden Therapieeinrichtungen hingegen können Sie an einer Hand abzählen. Das müssen
wir ändern, sowohl in Deutschland als auch in Europa.
Wir können natürlich keine der Taten, die jetzt nach
Jahrzehnten öffentlich werden, im Nachhinein ungeschehen machen. Aber wir können etwas für unsere Kinder
und Kindeskinder tun. Das sind wir nicht zuletzt den Opfern der Vergangenheit schuldig.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,19,614,79,neutral,"[[""positive"", 0.004285653121769428], [""negative"", 0.013140863738954067], [""neutral"", 0.9825734496116638]]"
738998,43,17,burkhard,lischka,11004099,"Noch einen Satz zu unserer gestrigen Rechtsausschusssitzung. Wir hatten uns eigentlich vorgenommen,
über das Thema inhaltlich zu debattieren. Der Richtlinienvorschlag stand auf der Tagesordnung. Die Regierungsfraktionen haben ohne irgendeine erkennbare inhaltliche
Begründung das Thema von der Tagesordnung genommen und vertagt. Ich sage Ihnen ganz ehrlich: Erstens
halte ich das für keinen guten Stil.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,20,402,50,negative,"[[""positive"", 0.005695337895303965], [""negative"", 0.9661178588867188], [""neutral"", 0.028186842799186707]]"
738998,43,17,burkhard,lischka,11004099,({6}),23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,21,5,1,positive,"[[""positive"", 0.9562799334526062], [""negative"", 0.0422385111451149], [""neutral"", 0.001481459941715002]]"
738998,43,17,burkhard,lischka,11004099,"Zweitens sagt das möglicherweise viel über den internen
Zustand der Regierungsfraktionen aus. Politische Probleme löst man nicht dadurch, dass man sie vertagt.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,22,159,21,neutral,"[[""positive"", 0.0005448998417705297], [""negative"", 0.001435657381080091], [""neutral"", 0.9980194568634033]]"
738998,43,17,burkhard,lischka,11004099,({7}),23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,23,5,1,positive,"[[""positive"", 0.959904670715332], [""negative"", 0.03964313864707947], [""neutral"", 0.00045218379818834364]]"
738998,43,17,burkhard,lischka,11004099,"Gerade dieses Thema hätte es verdient, gestern behandelt zu werden.",23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,24,67,10,neutral,"[[""positive"", 0.002845561131834984], [""negative"", 0.011956559494137764], [""neutral"", 0.9851978421211243]]"
738998,43,17,burkhard,lischka,11004099,Recht herzlichen Dank.,23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,25,22,3,positive,"[[""positive"", 0.9068564176559448], [""negative"", 0.054538700729608536], [""neutral"", 0.03860492259263992]]"
738998,43,17,burkhard,lischka,11004099,({8}),23,https://dip21.bundestag.de/dip21/btp/17/17043.pdf,Member of Parliament,NA,2010-05-20T00:00:00.000000,6930,26,5,1,positive,"[[""positive"", 0.9649333953857422], [""negative"", 0.03468436375260353], [""neutral"", 0.0003821968857664615]]"
1046240,178,19,Uwe,Schmidt,11004878,"Sie haben auch allen Grund dazu. – Moin, Herr Präsident! Liebe Kolleginnen und Kollegen! Der Forschungseisbrecher „Polarstern“ nimmt nach fast einem Jahr im ewigen Eis Kurs auf meine Heimatstadt Bremerhaven. Es gibt kaum ein besseres Beispiel als die Arktis, um zu zeigen, was der Klimawandel eigentlich mit der Erde anrichtet. Keine andere Region der Welt erwärmt sich schneller. Das ewige Eis schmilzt. Der globale Klimawandel führt zu einer Erhöhung des Meeresspiegels, zur Häufung von Wetterextremen wie Stürmen oder Starkregen und in manchen Regionen zu extremer Trockenheit.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,1,580,85,neutral,"[[""positive"", 0.0006638647173531353], [""negative"", 0.0009548676898702979], [""neutral"", 0.9983812570571899]]"
1046240,178,19,Uwe,Schmidt,11004878,Diese Herausforderung müssen wir angehen. Der vorliegende Etat des Bundesministeriums für Ernährung und Landwirtschaft orientiert sich daran. Extreme Trockenphasen und lange Hitzeperioden führen für die Landwirtschaft in Deutschland im dritten Jahr in Folge zu hohen Ernteausfällen. Der Kostendruck durch Einnahmeausfälle steigt. Dieser darf nicht auf den Rücken der Beschäftigten abgeladen werden.,23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,2,398,51,neutral,"[[""positive"", 4.028901003039209e-06], [""negative"", 4.437859843164915e-06], [""neutral"", 0.9999915361404419]]"
1046240,178,19,Uwe,Schmidt,11004878,({0}),23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,3,5,1,neutral,"[[""positive"", 0.00557720847427845], [""negative"", 0.048455916345119476], [""neutral"", 0.9459668397903442]]"
1046240,178,19,Uwe,Schmidt,11004878,"Sie sind ohnehin schon die Leidtragenden der Coronapandemie. Das geht auch aus dem Bericht 2020 zur Saisonarbeit der Initiative Faire Landarbeit hervor. Jährlich kommen Hunderttausende nach Deutschland, um Spargel zu stechen oder Erdbeeren und Gemüse zu ernten. Diese Saison- und Wanderarbeiter stellen 60 Prozent der dortigen Beschäftigten. Das zeigt, wie abhängig Deutschland von ihnen ist. Die aktuelle Krise hat die Saisonarbeit in der Landwirtschaft zusätzlich erschwert. Die Koordinierung der Einreise nur einem Sozialpartner zu überlassen, Frau Bundesministerin Klöckner, war keine gute Idee; das hätten Sie anders organisieren müssen.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,4,642,87,neutral,"[[""positive"", 0.00016103436064440757], [""negative"", 0.00036936652031727135], [""neutral"", 0.9994695782661438]]"
1046240,178,19,Uwe,Schmidt,11004878,({1}),23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,5,5,1,positive,"[[""positive"", 0.8924246430397034], [""negative"", 0.10718822479248047], [""neutral"", 0.00038712398963980377]]"
1046240,178,19,Uwe,Schmidt,11004878,"Saison- und Wanderarbeiter leisten Arbeit, die wir wertschätzen müssen. Genau wie alle anderen Beschäftigten auch. Mit fairen Bedingungen bei der Arbeitszeit und den Unterkünften, bei der Lohnzahlung und beim Gesundheitsschutz. Arbeitnehmerrechte gelten für alle Beschäftigten. Für uns als SPD ist das eine Selbstverständlichkeit.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,6,330,43,neutral,"[[""positive"", 0.004988536704331636], [""negative"", 0.01840580254793167], [""neutral"", 0.9766056537628174]]"
1046240,178,19,Uwe,Schmidt,11004878,({2}),23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,7,5,1,negative,"[[""positive"", 0.016644759103655815], [""negative"", 0.9818620085716248], [""neutral"", 0.0014932043850421906]]"
1046240,178,19,Uwe,Schmidt,11004878,"Den Arbeitgebern, die ihrer Verantwortung nicht nachkommen, müssen wir bei der Einhaltung der Arbeitnehmerrechte besonders auf die Finger schauen. Zustände wie in der Fleischindustrie – mein Kollege Spiering hat es vorhin schon gesagt – wollen wir nicht. Wir wollen Handwerk vor Ort, wir wollen sozialpartnerschaftlich organisierte Poolsysteme, um flexibel auf Produktionsspitzen vor Ort reagieren zu können. Hier steht die SPD an der Seite der Gewerkschaften, solange sie im Sinne der Beschäftigten agieren; das haben wir auch schon anders erlebt.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,8,548,77,negative,"[[""positive"", 0.00753061193972826], [""negative"", 0.9147796630859375], [""neutral"", 0.07768978178501129]]"
1046240,178,19,Uwe,Schmidt,11004878,"Saison- und Wanderarbeiter müssen ihre Rechte kennen. Die zuständige Berufsgenossenschaft kann jetzt vor Ort beraten, muttersprachlich und, wenn nötig, direkt auf dem Feld. Das hat die SPD durchgesetzt. Uli Freese, recht schönen Dank dafür, dass du das da reinbekommen hast.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,9,274,40,neutral,"[[""positive"", 0.020940730348229408], [""negative"", 0.14329883456230164], [""neutral"", 0.8357604742050171]]"
1046240,178,19,Uwe,Schmidt,11004878,({3}),23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,10,5,1,positive,"[[""positive"", 0.9225673675537109], [""negative"", 0.07559937983751297], [""neutral"", 0.001833272399380803]]"
1046240,178,19,Uwe,Schmidt,11004878,"Zuschüsse zur landwirtschaftlichen Unfallversicherung in Höhe von fast 177 Millionen Euro können und müssen auch dafür eingesetzt werden. Liebe Ministerin Klöckner, hier müssen Sie mal von der Bremse gehen und endlich mal tätig werden. Wir brauchen hier ein gesetzlich verankertes Zugangsrecht der Gewerkschaften und der Berufsgenossenschaften zu den Beschäftigten sowie eine langfristige Finanzierung der arbeitsrechtlichen Beratungsstellen.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,11,442,55,neutral,"[[""positive"", 0.00010225282312603667], [""negative"", 0.0002652286784723401], [""neutral"", 0.9996324777603149]]"
1046240,178,19,Uwe,Schmidt,11004878,({4}),23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,12,5,1,positive,"[[""positive"", 0.974449872970581], [""negative"", 0.025340234860777855], [""neutral"", 0.0002099598932545632]]"
1046240,178,19,Uwe,Schmidt,11004878,"Denn nicht nur die Bäuerinnen und Bauern brauchen unseren Schutz, sondern auch deren Beschäftigte. Die sichern durch ihre wertvolle Arbeit die Existenz der Betriebe vor Ort.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,13,173,26,neutral,"[[""positive"", 3.681253247123095e-06], [""negative"", 4.676656772062415e-06], [""neutral"", 0.9999916553497314]]"
1046240,178,19,Uwe,Schmidt,11004878,"Die Mission MOSAiC der „Polarstern“ zeigt auch die künftigen Probleme der Landwirtschaft auf: Gletscher schmelzen, der Meeresspiegel steigt; das habe ich eben schon gesagt. Gerade wir an der Küste, wo ich herkomme, sind besonders davon betroffen. Umso wichtiger ist der wirksame Küstenschutz; er ist Bevölkerungs-, Umwelt- und Klimaschutz. Das geht uns alle an. Bei der Finanzierung der Maßnahmen zum Küstenschutz muss der Bund die Länder noch stärker unterstützen. Auch Hafenanlagen müssen berücksichtigt werden. Sie stellen oftmals die erste Deichverteidigungslinie dar. Es ist richtig, dass wir die GAK-Mittel auf insgesamt 1,16 Milliarden Euro erhöhen. 25 Millionen Euro stehen für den Sonderrahmenplan „Maßnahmen des Küstenschutzes in Folge des Klimawandels“ zur Verfügung. Das ist ein richtiger Ansatz; aber ich fürchte, das wird in Zukunft nicht mehr ausreichen.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,14,869,122,neutral,"[[""positive"", 0.004499614238739014], [""negative"", 0.009913639165461063], [""neutral"", 0.9855867624282837]]"
1046240,178,19,Uwe,Schmidt,11004878,"Abschließend noch eine Bemerkung zu den Bundesforschungseinrichtungen – ich habe es gesehen, Herr Präsident –, die im Etat des BMEL liegen: In Bremerhaven forschen die beiden Thünen-Institute für Fischereiökologie und Seefischerei. Es muss ein besonderes Anliegen sein, die biologische Vielfalt in den Meeren zu erhalten. Das sichert auch nachhaltige Erträge für die deutsche Berufsfischerei. Nur in intakten marinen Lebensräumen kann das Meer seine Rolle als eine der wichtigsten Nahrungsquellen erfüllen.",23,https://dip21.bundestag.de/dip21/btp/19/19178.pdf,Member of Parliament,NA,2020-09-29T00:00:00.000000,4817,15,506,68,neutral,"[[""positive"", 0.0003571752749849111], [""negative"", 0.00037295694346539676], [""neutral"", 0.9992699027061462]]"
636253,229,14,Michael,Luther,11001398,"Gestatten Sie mir
die Vorbemerkung, dass es einigermaßen verwirrend ist,
wenn Sie einmal von 37, dann von 53, von 24 und von
38 Mitarbeitern im Leitungsbereich reden. Dem Haushaltsausschuss ist eindeutig mitgeteilt worden, dass es
sich um 53 Mitarbeiter handelt. Deshalb frage ich Sie:
Wen rechnen Sie zum Leitungsbereich und wen haben Sie
gegenüber dem Haushaltsausschuss zum Leitungsbereich
gerechnet?",4,https://dip21.bundestag.de/dip21/btp/14/14229.pdf,Member of Parliament,NA,2002-04-17T00:00:00.000000,410,1,403,52,negative,"[[""positive"", 0.03052276186645031], [""negative"", 0.966428279876709], [""neutral"", 0.0030489785131067038]]"
549126,83,13,Reinhold,Hemker,11002670,"Herr Präsident! Meine sehr verehrten Damen und Herren! „Musik von Mozart macht Milchkühe munter."" Diese Aussage erinnert mich an den alten, schon fast magischen Fünf- „m""-Werbespruch zur Belebung des Absatzes von Milch: „Milch macht müde Männer munter.""
({0})
- Jawohl, Herr Kollege, die Berichterstattung war korrekt.
Der Westfälisch-Lippische Landwirtschaftsverband hielt dieses Forschungsergebnis von Agrarexperten aus den USA für so wichtig, daß nicht nur in Westfalen regional verankerte Zeitungen eine entsprechende Pressemeldung des Verbandes vielfach verwandten.
Rockmusik aber, insbesondere der bekannten Rockgruppe „Kiss"", stimmte die Tiere eher lustlos, so die Studie aus den USA. Die Schlagzeile lautete: Kühe halten nichts von Rockmusik.
Als Ergebnis dieser Erkenntnisse soll zur Zeit folgende Anfrage des Bauernpräsidenten Constantin von Heereman dem Ministerium des Kollegen Borchert vorliegen: Erwägt die Bundesregierung auf dem Hintergrund der US-amerikanischen milchkuhbezogenen Musikstudie gegebenenfalls die Förderung des Einsatzes von Rockmusikanlagen oder Rockgruppen in Milchbetrieben zur Lösung der Überschußprobleme?
({1})
Angesichts der Größe der in der Debatte bereits beschriebenen und nach wie vor bestehenden Probleme erscheint mir jede neue vorgeschlagene Maßnahme bedenkenswert.",23,https://dip21.bundestag.de/dip21/btp/13/13083.pdf,Member of Parliament,NA,1996-02-01T00:00:00.000000,1311,1,1310,162,neutral,"[[""positive"", 0.0033287133555859327], [""negative"", 0.013127152808010578], [""neutral"", 0.9835441708564758]]"
